student_email,student_roll,university,department,semester,course_code,course_title,course_type,credits,attendance_10,assignments_10,final_60,total_80,letter_grade,grade_point_4
2103013@student.ruet.ac.bd,2103013,RUET,CSE,1-1,1103,Theory Course 1-1 (03),theory,3.0,7.6,9.4,50.3,67.3,A-,3.50
2103013@student.ruet.ac.bd,2103013,RUET,CSE,1-1,1105,Theory Course 1-1 (05),theory,3.0,8.1,9.3,49.9,67.3,A-,3.50
2103013@student.ruet.ac.bd,2103013,RUET,CSE,1-1,1107,Theory Course 1-1 (07),theory,3.0,7.0,6.1,33.1,46.1,C,2.25
2103013@student.ruet.ac.bd,2103013,RUET,CSE,1-1,1109,Theory Course 1-1 (09),theory,3.0,8.7,9.2,39.2,57.1,B,3.00
2103013@student.ruet.ac.bd,2103013,RUET,CSE,1-1,1102,Sessional/Lab 1-1 (02),lab,1.5,6.6,8.6,37.2,52.4,B-,2.75
2103013@student.ruet.ac.bd,2103013,RUET,CSE,1-1,1104,Sessional/Lab 1-1 (04),lab,1.5,9.4,9.0,52.1,70.4,A,3.75
2103013@student.ruet.ac.bd,2103013,RUET,CSE,1-1,1106,Sessional/Lab 1-1 (06),lab,1.5,8.4,6.0,44.7,59.0,B,3.00
2103013@student.ruet.ac.bd,2103013,RUET,CSE,1-2,1201,Theory Course 1-2 (01),theory,3.0,6.7,7.6,33.5,47.8,C,2.25
2103013@student.ruet.ac.bd,2103013,RUET,CSE,1-2,1203,Theory Course 1-2 (03),theory,3.0,8.9,8.2,38.3,55.3,B-,2.75
2103013@student.ruet.ac.bd,2103013,RUET,CSE,1-2,1205,Theory Course 1-2 (05),theory,3.0,7.4,9.1,57.3,73.8,A+,4.00
2103013@student.ruet.ac.bd,2103013,RUET,CSE,1-2,1207,Theory Course 1-2 (07),theory,3.0,10.0,9.5,43.3,62.8,B+,3.25
2103013@student.ruet.ac.bd,2103013,RUET,CSE,1-2,1209,Theory Course 1-2 (09),theory,3.0,8.6,9.1,42.1,59.9,B,3.00
2103013@student.ruet.ac.bd,2103013,RUET,CSE,1-2,1202,Sessional/Lab 1-2 (02),lab,1.5,8.5,9.1,46.9,64.5,A-,3.50
2103013@student.ruet.ac.bd,2103013,RUET,CSE,1-2,1204,Sessional/Lab 1-2 (04),lab,1.5,7.4,10.0,42.7,60.1,B+,3.25
2103013@student.ruet.ac.bd,2103013,RUET,CSE,1-2,1206,Sessional/Lab 1-2 (06),lab,1.5,7.1,8.0,45.6,60.8,B+,3.25
2103013@student.ruet.ac.bd,2103013,RUET,CSE,2-1,2101,Theory Course 2-1 (01),theory,3.0,6.7,10.0,34.7,51.4,C+,2.50
2103013@student.ruet.ac.bd,2103013,RUET,CSE,2-1,2103,Theory Course 2-1 (03),theory,3.0,7.0,5.9,60.0,72.9,A+,4.00
2103013@student.ruet.ac.bd,2103013,RUET,CSE,2-1,2105,Theory Course 2-1 (05),theory,3.0,8.4,9.4,36.3,54.1,B-,2.75
2103013@student.ruet.ac.bd,2103013,RUET,CSE,2-1,2107,Theory Course 2-1 (07),theory,3.0,7.9,9.8,55.5,73.1,A+,4.00
2103013@student.ruet.ac.bd,2103013,RUET,CSE,2-1,2109,Theory Course 2-1 (09),theory,3.0,6.3,8.7,53.8,68.8,A,3.75
2103013@student.ruet.ac.bd,2103013,RUET,CSE,2-1,2102,Sessional/Lab 2-1 (02),lab,1.5,9.1,7.3,42.0,58.4,B,3.00
2103013@student.ruet.ac.bd,2103013,RUET,CSE,2-1,2104,Sessional/Lab 2-1 (04),lab,1.5,6.1,10.0,40.6,56.7,B,3.00
2103013@student.ruet.ac.bd,2103013,RUET,CSE,2-1,2106,Sessional/Lab 2-1 (06),lab,1.5,8.5,8.6,45.1,62.2,B+,3.25
2103013@student.ruet.ac.bd,2103013,RUET,CSE,2-2,2201,Theory Course 2-2 (01),theory,3.0,8.6,7.7,60.0,76.3,A+,4.00
2103013@student.ruet.ac.bd,2103013,RUET,CSE,2-2,2203,Theory Course 2-2 (03),theory,3.0,7.3,10.0,52.0,69.3,A,3.75
2103013@student.ruet.ac.bd,2103013,RUET,CSE,2-2,2205,Theory Course 2-2 (05),theory,3.0,8.7,6.6,38.8,54.1,B-,2.75
2103013@student.ruet.ac.bd,2103013,RUET,CSE,2-2,2207,Theory Course 2-2 (07),theory,3.0,8.9,9.2,46.1,64.2,A-,3.50
2103013@student.ruet.ac.bd,2103013,RUET,CSE,2-2,2209,Theory Course 2-2 (09),theory,3.0,8.3,9.1,47.4,64.8,A-,3.50
2103013@student.ruet.ac.bd,2103013,RUET,CSE,2-2,2202,Sessional/Lab 2-2 (02),lab,1.5,8.8,10.0,36.8,55.6,B-,2.75
2103013@student.ruet.ac.bd,2103013,RUET,CSE,2-2,2204,Sessional/Lab 2-2 (04),lab,1.5,9.0,7.9,40.6,57.5,B,3.00
2103013@student.ruet.ac.bd,2103013,RUET,CSE,2-2,2206,Sessional/Lab 2-2 (06),lab,1.5,7.3,9.3,55.2,71.9,A,3.75
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-1,3101,Theory Course 3-1 (01),theory,3.0,7.6,9.0,38.1,54.6,B-,2.75
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-1,3103,Theory Course 3-1 (03),theory,3.0,5.9,9.5,44.3,59.6,B,3.00
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-1,3105,Theory Course 3-1 (05),theory,3.0,8.8,8.1,46.3,63.2,B+,3.25
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-1,3107,Theory Course 3-1 (07),theory,3.0,6.8,9.7,41.2,57.7,B,3.00
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-1,3109,Theory Course 3-1 (09),theory,3.0,9.1,8.7,36.1,53.9,B-,2.75
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-1,3102,Sessional/Lab 3-1 (02),lab,1.5,10.0,10.0,42.2,62.2,B+,3.25
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-1,3104,Sessional/Lab 3-1 (04),lab,1.5,8.8,7.5,28.2,44.6,C,2.25
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-1,3106,Sessional/Lab 3-1 (06),lab,1.5,8.5,10.0,50.3,68.8,A,3.75
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-1,3108,Sessional/Lab 3-1 (08),lab,1.5,9.9,6.6,46.6,63.2,B+,3.25
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-2,3201,Theory Course 3-2 (01),theory,3.0,7.1,8.2,36.8,52.1,B-,2.75
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-2,3203,Theory Course 3-2 (03),theory,3.0,7.9,7.7,44.3,59.9,B,3.00
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-2,3205,Theory Course 3-2 (05),theory,3.0,7.2,7.7,36.8,51.7,C+,2.50
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-2,3207,Theory Course 3-2 (07),theory,3.0,6.1,7.1,39.9,53.1,B-,2.75
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-2,3209,Theory Course 3-2 (09),theory,3.0,10.0,9.7,37.7,57.3,B,3.00
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-2,3202,Sessional/Lab 3-2 (02),lab,1.5,8.6,9.0,56.5,74.1,A+,4.00
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-2,3204,Sessional/Lab 3-2 (04),lab,1.5,8.3,6.8,41.0,56.1,B,3.00
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-2,3206,Sessional/Lab 3-2 (06),lab,1.5,7.5,9.4,36.1,53.0,B-,2.75
2103013@student.ruet.ac.bd,2103013,RUET,CSE,3-2,3208,Sessional/Lab 3-2 (08),lab,1.5,7.3,10.0,37.9,55.2,B-,2.75
2103014@student.ruet.ac.bd,2103014,RUET,CSE,1-1,1101,Theory Course 1-1 (01),theory,3.0,6.6,5.4,42.5,54.5,B-,2.75
2103014@student.ruet.ac.bd,2103014,RUET,CSE,1-1,1103,Theory Course 1-1 (03),theory,3.0,8.3,7.3,43.3,58.9,B,3.00
2103014@student.ruet.ac.bd,2103014,RUET,CSE,1-1,1105,Theory Course 1-1 (05),theory,3.0,8.1,4.5,46.0,58.6,B,3.00
2103014@student.ruet.ac.bd,2103014,RUET,CSE,1-1,1107,Theory Course 1-1 (07),theory,3.0,7.7,6.5,51.8,65.9,A-,3.50
2103014@student.ruet.ac.bd,2103014,RUET,CSE,1-1,1109,Theory Course 1-1 (09),theory,3.0,6.5,5.3,39.3,51.1,C+,2.50
2103014@student.ruet.ac.bd,2103014,RUET,CSE,1-1,1102,Sessional/Lab 1-1 (02),lab,1.5,7.8,7.7,49.5,65.0,A-,3.50
2103014@student.ruet.ac.bd,2103014,RUET,CSE,1-1,1104,Sessional/Lab 1-1 (04),lab,1.5,5.9,8.5,52.8,67.1,A-,3.50
2103014@student.ruet.ac.bd,2103014,RUET,CSE,1-1,1106,Sessional/Lab 1-1 (06),lab,1.5,7.6,5.8,40.6,54.1,B-,2.75
2103014@student.ruet.ac.bd,2103014,RUET,CSE,1-2,1201,Theory Course 1-2 (01),theory,3.0,6.6,4.9,60.0,71.5,A,3.75
2103014@student.ruet.ac.bd,2103014,RUET,CSE,1-2,1203,Theory Course 1-2 (03),theory,3.0,9.3,4.6,51.9,65.7,A-,3.50
2103014@student.ruet.ac.bd,2103014,RUET,CSE,1-2,1205,Theory Course 1-2 (05),theory,3.0,4.9,7.5,43.9,56.2,B,3.00
2103014@student.ruet.ac.bd,2103014,RUET,CSE,1-2,1207,Theory Course 1-2 (07),theory,3.0,8.7,7.0,46.7,62.4,B+,3.25
2103014@student.ruet.ac.bd,2103014,RUET,CSE,1-2,1209,Theory Course 1-2 (09),theory,3.0,6.6,6.8,50.6,64.0,A-,3.50
2103014@student.ruet.ac.bd,2103014,RUET,CSE,1-2,1202,Sessional/Lab 1-2 (02),lab,1.5,9.4,4.7,52.4,66.6,A-,3.50
2103014@student.ruet.ac.bd,2103014,RUET,CSE,1-2,1204,Sessional/Lab 1-2 (04),lab,1.5,9.0,6.0,38.5,53.5,B-,2.75
2103014@student.ruet.ac.bd,2103014,RUET,CSE,1-2,1206,Sessional/Lab 1-2 (06),lab,1.5,6.0,7.7,57.6,71.2,A,3.75
2103014@student.ruet.ac.bd,2103014,RUET,CSE,2-1,2101,Theory Course 2-1 (01),theory,3.0,9.7,6.4,60.0,76.1,A+,4.00
2103014@student.ruet.ac.bd,2103014,RUET,CSE,2-1,2103,Theory Course 2-1 (03),theory,3.0,7.9,5.7,54.0,67.6,A-,3.50
2103014@student.ruet.ac.bd,2103014,RUET,CSE,2-1,2105,Theory Course 2-1 (05),theory,3.0,7.7,5.8,41.1,54.6,B-,2.75
2103014@student.ruet.ac.bd,2103014,RUET,CSE,2-1,2107,Theory Course 2-1 (07),theory,3.0,7.5,6.2,50.1,63.9,B+,3.25
2103014@student.ruet.ac.bd,2103014,RUET,CSE,2-1,2109,Theory Course 2-1 (09),theory,3.0,6.8,5.9,41.7,54.4,B-,2.75
2103014@student.ruet.ac.bd,2103014,RUET,CSE,2-1,2102,Sessional/Lab 2-1 (02),lab,1.5,7.7,8.3,38.9,55.0,B-,2.75
2103014@student.ruet.ac.bd,2103014,RUET,CSE,2-1,2104,Sessional/Lab 2-1 (04),lab,1.5,8.0,6.9,35.5,50.4,C+,2.50
2103014@student.ruet.ac.bd,2103014,RUET,CSE,2-1,2106,Sessional/Lab 2-1 (06),lab,1.5,8.4,7.2,49.8,65.3,A-,3.50
2103014@student.ruet.ac.bd,2103014,RUET,CSE,2-2,2201,Theory Course 2-2 (01),theory,3.0,7.6,5.8,48.1,61.6,B+,3.25
2103014@student.ruet.ac.bd,2103014,RUET,CSE,2-2,2203,Theory Course 2-2 (03),theory,3.0,7.2,8.5,57.0,72.7,A+,4.00
2103014@student.ruet.ac.bd,2103014,RUET,CSE,2-2,2205,Theory Course 2-2 (05),theory,3.0,8.7,7.2,48.1,64.0,A-,3.50
2103014@student.ruet.ac.bd,2103014,RUET,CSE,2-2,2207,Theory Course 2-2 (07),theory,3.0,6.4,3.9,54.4,64.7,A-,3.50
2103014@student.ruet.ac.bd,2103014,RUET,CSE,2-2,2209,Theory Course 2-2 (09),theory,3.0,7.2,7.6,59.0,73.8,A+,4.00
2103014@student.ruet.ac.bd,2103014,RUET,CSE,2-2,2202,Sessional/Lab 2-2 (02),lab,1.5,10.0,7.1,52.8,69.9,A,3.75
2103014@student.ruet.ac.bd,2103014,RUET,CSE,2-2,2204,Sessional/Lab 2-2 (04),lab,1.5,8.0,5.8,49.1,62.9,B+,3.25
2103014@student.ruet.ac.bd,2103014,RUET,CSE,2-2,2206,Sessional/Lab 2-2 (06),lab,1.5,9.2,5.9,55.1,70.2,A,3.75
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-1,3101,Theory Course 3-1 (01),theory,3.0,5.0,7.8,54.9,67.7,A-,3.50
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-1,3103,Theory Course 3-1 (03),theory,3.0,8.4,6.7,43.2,58.3,B,3.00
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-1,3105,Theory Course 3-1 (05),theory,3.0,9.3,5.1,46.2,60.6,B+,3.25
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-1,3107,Theory Course 3-1 (07),theory,3.0,7.1,5.9,60.0,73.0,A+,4.00
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-1,3109,Theory Course 3-1 (09),theory,3.0,7.9,6.1,56.6,70.5,A,3.75
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-1,3102,Sessional/Lab 3-1 (02),lab,1.5,9.0,5.3,59.7,74.0,A+,4.00
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-1,3104,Sessional/Lab 3-1 (04),lab,1.5,9.4,7.6,44.8,61.8,B+,3.25
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-1,3106,Sessional/Lab 3-1 (06),lab,1.5,8.2,7.3,54.4,69.8,A,3.75
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-1,3108,Sessional/Lab 3-1 (08),lab,1.5,7.7,6.2,49.6,63.4,B+,3.25
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-2,3201,Theory Course 3-2 (01),theory,3.0,7.0,8.3,50.4,65.7,A-,3.50
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-2,3203,Theory Course 3-2 (03),theory,3.0,8.3,6.1,40.3,54.8,B-,2.75
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-2,3205,Theory Course 3-2 (05),theory,3.0,8.2,6.5,36.5,51.2,C+,2.50
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-2,3207,Theory Course 3-2 (07),theory,3.0,8.1,8.7,46.5,63.3,B+,3.25
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-2,3209,Theory Course 3-2 (09),theory,3.0,8.1,6.3,38.3,52.7,B-,2.75
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-2,3202,Sessional/Lab 3-2 (02),lab,1.5,7.6,8.2,60.0,75.7,A+,4.00
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-2,3204,Sessional/Lab 3-2 (04),lab,1.5,7.3,7.8,41.3,56.4,B,3.00
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-2,3206,Sessional/Lab 3-2 (06),lab,1.5,6.7,8.1,46.7,61.5,B+,3.25
2103014@student.ruet.ac.bd,2103014,RUET,CSE,3-2,3208,Sessional/Lab 3-2 (08),lab,1.5,9.6,6.2,60.0,75.8,A+,4.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,1-1,1101,Theory Course 1-1 (01),theory,3.0,6.5,10.0,39.4,55.8,B-,2.75
2103015@student.ruet.ac.bd,2103015,RUET,CSE,1-1,1103,Theory Course 1-1 (03),theory,3.0,5.6,7.0,19.3,31.9,F,0.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,1-1,1105,Theory Course 1-1 (05),theory,3.0,6.7,8.0,34.1,48.7,C+,2.50
2103015@student.ruet.ac.bd,2103015,RUET,CSE,1-1,1107,Theory Course 1-1 (07),theory,3.0,4.7,9.9,27.8,42.4,D,2.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,1-1,1109,Theory Course 1-1 (09),theory,3.0,6.7,7.7,26.2,40.6,D,2.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,1-1,1102,Sessional/Lab 1-1 (02),lab,1.5,8.1,7.2,24.2,39.5,F,0.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,1-1,1104,Sessional/Lab 1-1 (04),lab,1.5,6.1,9.4,26.7,42.2,D,2.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,1-1,1106,Sessional/Lab 1-1 (06),lab,1.5,6.4,10.0,35.9,52.3,B-,2.75
2103015@student.ruet.ac.bd,2103015,RUET,CSE,1-2,1201,Theory Course 1-2 (01),theory,3.0,6.1,8.0,33.4,47.5,C,2.25
2103015@student.ruet.ac.bd,2103015,RUET,CSE,1-2,1203,Theory Course 1-2 (03),theory,3.0,7.7,7.3,35.2,50.3,C+,2.50
2103015@student.ruet.ac.bd,2103015,RUET,CSE,1-2,1205,Theory Course 1-2 (05),theory,3.0,5.9,10.0,27.2,43.1,D,2.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,1-2,1207,Theory Course 1-2 (07),theory,3.0,4.9,9.4,20.5,34.8,F,0.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,1-2,1209,Theory Course 1-2 (09),theory,3.0,6.1,10.0,43.1,59.2,B,3.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,1-2,1202,Sessional/Lab 1-2 (02),lab,1.5,7.3,7.8,31.2,46.3,C,2.25
2103015@student.ruet.ac.bd,2103015,RUET,CSE,1-2,1204,Sessional/Lab 1-2 (04),lab,1.5,7.9,9.6,15.4,32.9,F,0.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,1-2,1206,Sessional/Lab 1-2 (06),lab,1.5,6.7,10.0,31.1,47.7,C,2.25
2103015@student.ruet.ac.bd,2103015,RUET,CSE,2-1,2101,Theory Course 2-1 (01),theory,3.0,5.9,8.9,13.1,27.9,F,0.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,2-1,2103,Theory Course 2-1 (03),theory,3.0,7.0,9.6,43.9,60.5,B+,3.25
2103015@student.ruet.ac.bd,2103015,RUET,CSE,2-1,2105,Theory Course 2-1 (05),theory,3.0,5.2,8.0,26.1,39.4,F,0.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,2-1,2107,Theory Course 2-1 (07),theory,3.0,7.2,8.4,33.1,48.7,C+,2.50
2103015@student.ruet.ac.bd,2103015,RUET,CSE,2-1,2109,Theory Course 2-1 (09),theory,3.0,6.0,8.5,30.6,45.1,C,2.25
2103015@student.ruet.ac.bd,2103015,RUET,CSE,2-1,2102,Sessional/Lab 2-1 (02),lab,1.5,9.0,7.1,43.3,59.4,B,3.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,2-1,2104,Sessional/Lab 2-1 (04),lab,1.5,6.0,9.1,30.9,46.0,C,2.25
2103015@student.ruet.ac.bd,2103015,RUET,CSE,2-1,2106,Sessional/Lab 2-1 (06),lab,1.5,7.4,8.7,25.5,41.6,D,2.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,2-2,2201,Theory Course 2-2 (01),theory,3.0,8.3,10.0,30.3,48.6,C+,2.50
2103015@student.ruet.ac.bd,2103015,RUET,CSE,2-2,2203,Theory Course 2-2 (03),theory,3.0,6.6,8.5,27.6,42.7,D,2.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,2-2,2205,Theory Course 2-2 (05),theory,3.0,3.7,8.8,36.4,48.9,C+,2.50
2103015@student.ruet.ac.bd,2103015,RUET,CSE,2-2,2207,Theory Course 2-2 (07),theory,3.0,6.5,9.5,34.6,50.6,C+,2.50
2103015@student.ruet.ac.bd,2103015,RUET,CSE,2-2,2209,Theory Course 2-2 (09),theory,3.0,9.3,10.0,39.2,58.5,B,3.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,2-2,2202,Sessional/Lab 2-2 (02),lab,1.5,7.2,10.0,26.5,43.6,D,2.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,2-2,2204,Sessional/Lab 2-2 (04),lab,1.5,6.9,9.6,35.6,52.1,B-,2.75
2103015@student.ruet.ac.bd,2103015,RUET,CSE,2-2,2206,Sessional/Lab 2-2 (06),lab,1.5,7.0,10.0,24.6,41.6,D,2.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-1,3101,Theory Course 3-1 (01),theory,3.0,5.0,8.8,33.4,47.2,C,2.25
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-1,3103,Theory Course 3-1 (03),theory,3.0,4.2,7.7,27.7,39.6,F,0.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-1,3105,Theory Course 3-1 (05),theory,3.0,5.1,10.0,37.4,52.5,B-,2.75
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-1,3107,Theory Course 3-1 (07),theory,3.0,5.1,8.8,30.3,44.2,C,2.25
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-1,3109,Theory Course 3-1 (09),theory,3.0,5.3,7.6,21.1,34.0,F,0.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-1,3102,Sessional/Lab 3-1 (02),lab,1.5,8.4,10.0,15.9,34.3,F,0.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-1,3104,Sessional/Lab 3-1 (04),lab,1.5,2.4,7.8,17.7,27.9,F,0.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-1,3106,Sessional/Lab 3-1 (06),lab,1.5,5.4,10.0,38.5,53.9,B-,2.75
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-1,3108,Sessional/Lab 3-1 (08),lab,1.5,6.2,10.0,32.6,48.8,C+,2.50
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-2,3201,Theory Course 3-2 (01),theory,3.0,6.8,7.6,45.7,60.2,B+,3.25
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-2,3203,Theory Course 3-2 (03),theory,3.0,5.3,10.0,32.2,47.5,C,2.25
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-2,3205,Theory Course 3-2 (05),theory,3.0,8.4,9.9,30.3,48.6,C+,2.50
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-2,3207,Theory Course 3-2 (07),theory,3.0,6.0,5.4,34.1,45.5,C,2.25
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-2,3209,Theory Course 3-2 (09),theory,3.0,5.6,8.0,37.3,50.9,C+,2.50
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-2,3202,Sessional/Lab 3-2 (02),lab,1.5,6.8,8.6,26.5,42.0,D,2.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-2,3204,Sessional/Lab 3-2 (04),lab,1.5,5.9,10.0,25.6,41.5,D,2.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-2,3206,Sessional/Lab 3-2 (06),lab,1.5,6.5,7.7,28.3,42.4,D,2.00
2103015@student.ruet.ac.bd,2103015,RUET,CSE,3-2,3208,Sessional/Lab 3-2 (08),lab,1.5,7.1,9.1,34.5,50.7,C+,2.50
2103016@student.ruet.ac.bd,2103016,RUET,CSE,1-1,1101,Theory Course 1-1 (01),theory,3.0,8.7,7.9,45.8,62.5,B+,3.25
2103016@student.ruet.ac.bd,2103016,RUET,CSE,1-1,1103,Theory Course 1-1 (03),theory,3.0,10.0,5.7,57.4,73.1,A+,4.00
2103016@student.ruet.ac.bd,2103016,RUET,CSE,1-1,1105,Theory Course 1-1 (05),theory,3.0,9.2,7.1,55.0,71.3,A,3.75
2103016@student.ruet.ac.bd,2103016,RUET,CSE,1-1,1107,Theory Course 1-1 (07),theory,3.0,7.0,6.2,43.3,56.4,B,3.00
2103016@student.ruet.ac.bd,2103016,RUET,CSE,1-1,1109,Theory Course 1-1 (09),theory,3.0,8.0,6.4,45.9,60.4,B+,3.25
2103016@student.ruet.ac.bd,2103016,RUET,CSE,1-1,1102,Sessional/Lab 1-1 (02),lab,1.5,9.6,8.2,49.4,67.2,A-,3.50
2103016@student.ruet.ac.bd,2103016,RUET,CSE,1-1,1104,Sessional/Lab 1-1 (04),lab,1.5,8.4,7.6,42.7,58.8,B,3.00
2103016@student.ruet.ac.bd,2103016,RUET,CSE,1-1,1106,Sessional/Lab 1-1 (06),lab,1.5,6.0,6.4,51.0,63.4,B+,3.25
2103016@student.ruet.ac.bd,2103016,RUET,CSE,1-2,1201,Theory Course 1-2 (01),theory,3.0,9.8,6.1,38.1,54.0,B-,2.75
2103016@student.ruet.ac.bd,2103016,RUET,CSE,1-2,1203,Theory Course 1-2 (03),theory,3.0,8.6,7.3,39.5,55.4,B-,2.75
2103016@student.ruet.ac.bd,2103016,RUET,CSE,1-2,1205,Theory Course 1-2 (05),theory,3.0,8.5,6.6,48.2,63.3,B+,3.25
2103016@student.ruet.ac.bd,2103016,RUET,CSE,1-2,1207,Theory Course 1-2 (07),theory,3.0,7.5,6.6,48.7,62.8,B+,3.25
2103016@student.ruet.ac.bd,2103016,RUET,CSE,1-2,1209,Theory Course 1-2 (09),theory,3.0,7.6,6.3,36.5,50.4,C+,2.50
2103016@student.ruet.ac.bd,2103016,RUET,CSE,1-2,1202,Sessional/Lab 1-2 (02),lab,1.5,7.6,5.3,45.2,58.0,B,3.00
2103016@student.ruet.ac.bd,2103016,RUET,CSE,1-2,1204,Sessional/Lab 1-2 (04),lab,1.5,9.1,6.7,40.9,56.7,B,3.00
2103016@student.ruet.ac.bd,2103016,RUET,CSE,1-2,1206,Sessional/Lab 1-2 (06),lab,1.5,9.8,7.3,42.5,59.7,B,3.00
2103016@student.ruet.ac.bd,2103016,RUET,CSE,2-1,2101,Theory Course 2-1 (01),theory,3.0,8.8,6.1,36.8,51.8,C+,2.50
2103016@student.ruet.ac.bd,2103016,RUET,CSE,2-1,2103,Theory Course 2-1 (03),theory,3.0,7.9,6.1,52.6,66.6,A-,3.50
2103016@student.ruet.ac.bd,2103016,RUET,CSE,2-1,2105,Theory Course 2-1 (05),theory,3.0,8.0,6.0,52.3,66.3,A-,3.50
2103016@student.ruet.ac.bd,2103016,RUET,CSE,2-1,2107,Theory Course 2-1 (07),theory,3.0,8.7,8.1,33.3,50.1,C+,2.50
2103016@student.ruet.ac.bd,2103016,RUET,CSE,2-1,2109,Theory Course 2-1 (09),theory,3.0,8.2,7.6,53.5,69.3,A,3.75
2103016@student.ruet.ac.bd,2103016,RUET,CSE,2-1,2102,Sessional/Lab 2-1 (02),lab,1.5,8.3,5.8,30.2,44.3,C,2.25
2103016@student.ruet.ac.bd,2103016,RUET,CSE,2-1,2104,Sessional/Lab 2-1 (04),lab,1.5,9.1,8.4,57.4,74.9,A+,4.00
2103016@student.ruet.ac.bd,2103016,RUET,CSE,2-1,2106,Sessional/Lab 2-1 (06),lab,1.5,9.2,7.6,47.9,64.7,A-,3.50
2103016@student.ruet.ac.bd,2103016,RUET,CSE,2-2,2201,Theory Course 2-2 (01),theory,3.0,9.0,4.4,39.8,53.1,B-,2.75
2103016@student.ruet.ac.bd,2103016,RUET,CSE,2-2,2203,Theory Course 2-2 (03),theory,3.0,9.3,7.3,56.5,73.1,A+,4.00
2103016@student.ruet.ac.bd,2103016,RUET,CSE,2-2,2205,Theory Course 2-2 (05),theory,3.0,8.6,6.7,35.0,50.3,C+,2.50
